fecha,entidad,municipio,enfrentamientos,mil_mu,civ_mu,vic_mu,mil_her,civ_her,vic_her,civ_det,year,month,day
11-Jan-07,TAMAULIPAS,NUEVO LAREDO,1,1,0,0,1,0,0,0,2007,1,11
13-Jan-07,GUANAJUATO,IRAPUATO,1,0,1,0,0,2,0,0,2007,1,13
2-Feb-07,SINALOA,CULIACAN,1,2,0,0,0,0,0,0,2007,2,2
4-Feb-07,ZACATECAS,TLALTENANGO,1,0,0,0,0,2,0,0,2007,2,4
4-Feb-07,SINALOA,SALVADOR ALVARADO,1,0,0,0,0,0,0,0,2007,2,4
14-Feb-07,DISTRITO FEDERAL,S/D,1,0,0,0,0,0,0,0,2007,2,14
15-Feb-07,NUEVO LEON,LINARES,1,0,0,0,0,0,0,0,2007,2,15
2-Mar-07,NUEVO LEON,CERRALVO,1,0,0,0,1,0,0,0,2007,3,2
10-Mar-07,SONORA,ESPERANZA,1,0,0,0,0,0,0,0,2007,3,10
24-Mar-07,QUERETARO,QUERETARO,1,0,3,0,0,0,0,0,2007,3,24
3-Apr-07,OAXACA,MIAHUATLAN,1,0,0,0,0,0,0,0,2007,4,3
27-Apr-07,DURANGO,TAMAZULA,1,0,0,0,0,0,0,0,2007,4,27
1-May-07,MICHOACAN,CARACUARO,1,5,1,0,3,0,0,0,2007,5,1
1-May-07,DURANGO,SAN DIMAS,1,0,0,0,0,0,0,3,2007,5,1
1-May-07,DURANGO,CINCO DE MAYO,1,0,0,0,1,1,0,0,2007,5,1
5-May-07,SINALOA,CULIACAN,1,0,1,0,0,0,0,0,2007,5,5
7-May-07,MICHOACAN,APATZINGAN,1,0,4,0,1,0,0,8,2007,5,7
9-May-07,OAXACA,SANTA MARÍA,1,0,1,0,0,0,0,0,2007,5,9
10-May-07,SINALOA,CHOIX,1,0,3,0,0,0,0,0,2007,5,10
10-May-07,OAXACA,COPALITA,1,0,1,0,0,1,0,0,2007,5,10
20-May-07,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,0,2007,5,20
20-May-07,MICHOACAN,APATZINGAN,1,0,0,0,0,0,0,2,2007,5,20
23-May-07,VERACRUZ,VEGA DE LA TORRE,1,0,0,0,0,0,0,0,2007,5,23
31-May-07,SINALOA,SAN IGNACIO,1,1,1,0,1,1,0,0,2007,5,31
31-May-07,NUEVO LEON,CADEREYTA DE JIMENEZ,1,0,0,0,0,1,0,0,2007,5,31
9-Jun-07,NUEVO LEON,MONTEMORELOS,1,0,0,0,0,1,0,0,2007,6,9
20-Jun-07,TAMAULIPAS,MATAMOROS,1,0,0,0,2,0,0,0,2007,6,20
20-Jun-07,TAMAULIPAS,MATAMOROS,1,0,0,0,0,0,0,0,2007,6,20
27-Jul-07,TAMAULIPAS,CAMARGO,1,0,0,0,0,0,0,2,2007,7,27
28-Jul-07,BAJA CALIFORNIA,TIJUANA,1,1,0,0,0,0,0,0,2007,7,28
23-Aug-07,MICHOACAN,MORELIA,1,0,1,0,0,0,0,0,2007,8,23
4-Sep-07,SONORA,NOGALES,1,0,0,0,1,0,0,0,2007,9,4
25-Sep-07,NUEVO LEON,APODACA,1,0,0,0,0,0,0,9,2007,9,25
1-Oct-07,SAN LUIS POTOSI,TAMUIN,1,0,1,0,0,0,0,0,2007,10,1
7-Oct-07,TAMAULIPAS,CD. VICTORIA,1,0,0,0,0,0,0,0,2007,10,7
26-Oct-07,DURANGO,CINCO DE MAYO,1,0,0,0,0,0,0,1,2007,10,26
26-Oct-07,SONORA,NOGALES,1,0,0,0,0,0,0,0,2007,10,26
27-Oct-07,OAXACA,SAN JUAN MIXTEPEC,1,0,0,0,0,0,0,0,2007,10,27
27-Oct-07,SONORA,QUIRIEGO,1,1,1,0,0,1,0,0,2007,10,27
29-Oct-07,DURANGO,SANTA MARÍA DEL ORO,1,0,1,0,0,1,0,0,2007,10,29
29-Oct-07,OAXACA,MIAHUATLAN,1,0,0,0,0,0,0,10,2007,10,29
1-Nov-07,TAMAULIPAS,GONZALEZ,1,0,0,0,0,0,0,1,2007,11,1
16-Nov-07,GUERRERO,ZITLALA,1,0,0,0,0,0,0,1,2007,11,16
22-Nov-07,NAYARIT,TEPIC,1,0,0,0,0,2,0,3,2007,11,22
27-Nov-07,DURANGO,DURANGO,1,0,0,0,0,0,0,0,2007,11,27
6-Dec-07,OAXACA,SAN FRANCISCO EL MAR,1,0,0,0,0,0,0,0,2007,12,6
8-Dec-07,DURANGO,TAMAZULA,1,0,2,0,0,1,0,0,2007,12,8
18-Dec-07,COAHUILA,TORREON,1,3,0,0,1,0,0,0,2007,12,18
7-Jan-08,TAMAULIPAS,RIO BRAVO,1,0,0,0,5,0,0,0,2008,1,7
11-Jan-08,MICHOACAN,HUETAMO,1,0,1,0,0,0,0,0,2008,1,11
31-Jan-08,TAMAULIPAS,MATAMOROS,1,0,0,0,0,0,0,5,2008,1,31
6-Feb-08,MICHOACAN,PARACUARO,1,1,2,0,1,0,0,0,2008,2,6
8-Feb-08,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,0,2008,2,8
13-Feb-08,DURANGO,CINCO DE MAYO,1,0,0,0,0,0,0,0,2008,2,13
16-Feb-08,MICHOACAN,HUETAMO,1,0,0,0,1,1,0,0,2008,2,16
16-Feb-08,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,3,2008,2,16
17-Feb-08,VERACRUZ,POZA RICA,1,0,0,0,0,0,0,0,2008,2,17
19-Feb-08,COAHUILA,TORREON,1,0,2,0,0,2,0,0,2008,2,19
26-Feb-08,VERACRUZ,POZA RICA,1,0,0,0,0,0,0,0,2008,2,26
3-Mar-08,BAJA CALIFORNIA,TIJUANA,1,0,0,0,0,1,0,2,2008,3,3
5-Mar-08,COAHUILA,TORREON,1,0,1,0,0,0,0,0,2008,3,5
7-Mar-08,BAJA CALIFORNIA,TIJUANA,1,0,0,0,0,0,0,0,2008,3,7
8-Mar-08,TABASCO,TENOSIQUE,1,0,0,0,0,1,0,0,2008,3,8
8-Mar-08,CHIHUAHUA,CHIHUAHUA,1,1,6,0,5,3,0,0,2008,3,8
11-Mar-08,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,5,2008,3,11
12-Mar-08,DURANGO,TAMAZULA,1,0,0,0,0,0,0,0,2008,3,12
15-Mar-08,NUEVO LEON,LINARES,1,0,0,0,0,0,0,0,2008,3,15
16-Mar-08,TAMAULIPAS,CD. MADERO,1,0,0,0,0,0,0,0,2008,3,16
19-Mar-08,VERACRUZ,TEMPOAL DE SANCHEZ,1,1,0,0,0,0,0,0,2008,3,19
29-Mar-08,ZACATECAS,GUADALUPE,1,0,0,0,0,1,0,0,2008,3,29
29-Mar-08,NUEVO LEON,JUAREZ,1,0,0,0,0,0,0,0,2008,3,29
1-Apr-08,CHIHUAHUA,CD. JUAREZ,1,0,0,0,0,0,0,3,2008,4,1
3-Apr-08,VERACRUZ,TUXPAN,1,0,0,0,0,1,0,0,2008,4,3
23-Apr-08,SONORA,GUAYMAS,1,0,0,0,0,0,0,0,2008,4,23
26-Apr-08,TABASCO,CHABLE,1,0,2,0,0,2,0,0,2008,4,26
30-Apr-08,TAMAULIPAS,CD. MIER,1,1,0,0,3,0,0,0,2008,4,30
6-May-08,ZACATECAS,VILLA DE COSS,1,0,2,0,2,0,0,0,2008,5,6
13-May-08,CHIHUAHUA,CD. CUAUHTEMOC,1,0,0,0,0,1,0,2,2008,5,13
23-May-08,NUEVO LEON,ANAHUAC,1,0,0,0,0,0,0,0,2008,5,23
25-May-08,DURANGO,SAN DIMAS,1,0,0,0,0,0,0,0,2008,5,25
3-Jun-08,CHIHUAHUA,GUERRERO,1,0,0,0,0,1,0,0,2008,6,3
3-Jun-08,MICHOACAN,ZACAPU,1,0,0,0,1,0,0,0,2008,6,3
8-Jun-08,CHIHUAHUA,CD. CUAUHTEMOC,1,0,3,0,1,1,0,0,2008,6,8
13-Jun-08,HIDALGO,PACHUCA,1,0,1,0,0,1,0,0,2008,6,13
15-Jun-08,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,0,2008,6,15
16-Jun-08,DURANGO,CINCO DE MAYO,1,0,1,0,0,0,0,2,2008,6,16
16-Jun-08,DURANGO,GOMEZ PALACIO,1,0,0,0,0,0,0,0,2008,6,16
26-Jun-08,SINALOA,CULIACAN,1,0,1,0,1,0,0,0,2008,6,26
3-Jul-08,SONORA,SAHUARIPA,1,0,0,0,0,0,0,0,2008,7,3
5-Jul-08,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,0,2008,7,5
12-Jul-08,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,0,2008,7,12
22-Jul-08,MICHOACAN,MORELIA,1,0,0,0,0,0,0,3,2008,7,22
24-Jul-08,DURANGO,LERDO,1,0,0,0,0,0,0,0,2008,7,24
31-Jul-08,TAMAULIPAS,CD. MADERO,1,0,0,0,2,0,0,0,2008,7,31
31-Jul-08,TAMAULIPAS,CD. MADERO,1,0,0,0,0,0,0,0,2008,7,31
4-Aug-08,MICHOACAN,TUMBISCATIO,1,0,0,0,0,0,0,4,2008,8,4
4-Aug-08,SINALOA,SINALOA DE LEYVA,1,0,1,0,2,0,0,0,2008,8,4
5-Aug-08,OAXACA,MIAHUATLAN,1,0,0,0,0,0,0,0,2008,8,5
6-Aug-08,OAXACA,MATIAS ROMERO,1,0,0,0,0,0,0,0,2008,8,6
14-Aug-08,AGUASCALIENTES,RINCON DE ROMOS,1,1,1,0,0,2,0,0,2008,8,14
17-Aug-08,NUEVO LEON,ANAHUAC,1,0,0,0,0,1,0,0,2008,8,17
18-Aug-08,CHIHUAHUA,CD. CUAUHTEMOC,1,0,0,0,0,0,0,1,2008,8,18
21-Aug-08,NAYARIT,HUANACAXTLA,1,0,1,0,4,0,0,0,2008,8,21
25-Aug-08,VERACRUZ,PAPANTLA,1,1,3,0,0,2,0,0,2008,8,25
26-Aug-08,GUANAJUATO,SAN FRANCISCO DEL RINCON,1,0,3,0,2,1,0,0,2008,8,26
30-Aug-08,GUANAJUATO,IRAPUATO,1,0,0,0,0,0,0,0,2008,8,30
3-Sep-08,CHIHUAHUA,CD. JUAREZ,1,0,2,0,1,0,0,1,2008,9,3
3-Sep-08,TAMAULIPAS,REYNOSA,1,1,0,0,3,0,0,0,2008,9,3
4-Sep-08,CHIHUAHUA,CD. JUAREZ,1,0,1,0,0,1,0,0,2008,9,4
5-Sep-08,CHIHUAHUA,CD. JUAREZ,1,1,2,0,0,0,0,0,2008,9,5
6-Sep-08,TAMAULIPAS,MATAMOROS,1,0,1,0,0,0,0,0,2008,9,6
6-Sep-08,GUERRERO,ARCELIA,1,0,1,0,0,0,0,0,2008,9,6
16-Sep-08,TAMAULIPAS,RIO BRAVO,1,0,0,0,0,0,0,0,2008,9,16
16-Sep-08,MORELOS,AMACUZAC,1,0,0,0,0,0,0,0,2008,9,16
18-Sep-08,SONORA,ALTAR,1,0,1,0,2,0,0,0,2008,9,18
23-Sep-08,OAXACA,JUCHITAN DE JUAREZ,1,0,2,0,0,0,0,0,2008,9,23
3-Oct-08,DURANGO,VICENTE GUERRERO,1,0,1,0,3,0,0,0,2008,10,3
7-Oct-08,TAMAULIPAS,MATAMOROS,1,0,1,0,0,0,0,1,2008,10,7
11-Oct-08,DURANGO,SIMON BOLIVAR,1,1,0,0,0,0,0,0,2008,10,11
13-Oct-08,TAMAULIPAS,CD. MADERO,1,1,1,0,2,0,0,0,2008,10,13
15-Oct-08,BAJA CALIFORNIA,TIJUANA,1,1,4,0,0,0,0,1,2008,10,15
15-Oct-08,NUEVO LEON,SAN NICOLAS DE LOS GARZA GARCÍA,1,0,0,0,0,0,0,0,2008,10,15
15-Oct-08,CHIHUAHUA,CD. JUAREZ,1,0,0,0,0,0,0,5,2008,10,15
15-Oct-08,CHIHUAHUA,CD. JUAREZ,1,0,1,0,0,0,0,1,2008,10,15
16-Oct-08,TAMAULIPAS,BURGOS,1,1,0,0,0,0,0,0,2008,10,16
16-Oct-08,TAMAULIPAS,MATAMOROS,1,0,0,0,1,0,0,12,2008,10,16
16-Oct-08,NUEVO LEON,GUADALUPE,1,0,0,0,1,0,0,0,2008,10,16
16-Oct-08,SINALOA,SALVADOR ALVARADO,1,0,0,0,0,0,0,1,2008,10,16
19-Oct-08,NUEVO LEON,MONTERREY,1,0,0,0,0,0,0,2,2008,10,19
22-Oct-08,GUERRERO,TECPAN DE GALEANA,1,0,0,0,0,0,0,0,2008,10,22
24-Oct-08,CHIHUAHUA,CD. JUAREZ,1,0,0,0,0,1,0,1,2008,10,24
25-Oct-08,TAMAULIPAS,MATAMOROS,1,0,1,0,1,1,0,1,2008,10,25
25-Oct-08,BAJA CALIFORNIA,TIJUANA,1,0,0,0,0,0,0,1,2008,10,25
26-Oct-08,MICHOACAN,URUAPAN,1,0,1,0,0,0,0,0,2008,10,26
4-Nov-08,CHIHUAHUA,CD. CUAUHTEMOC,1,0,0,0,0,0,0,4,2008,11,4
16-Nov-08,COAHUILA,CD. ACUÑA,1,0,1,0,0,0,0,0,2008,11,16
17-Nov-08,SONORA,SANTA CRUZ,1,0,0,0,0,0,0,1,2008,11,17
2-Dec-08,BAJA CALIFORNIA,TIJUANA,1,0,0,0,2,0,0,4,2008,12,2
3-Dec-08,MICHOACAN,TANCITARO,1,0,0,0,0,1,0,1,2008,12,3
6-Dec-08,DURANGO,EL MEZQUITAL ,1,0,1,0,0,0,0,6,2008,12,6
7-Dec-08,TAMAULIPAS,MATAMOROS,1,0,0,0,0,0,0,1,2008,12,7
7-Dec-08,GUERRERO,ARCELIA,1,1,9,0,1,0,0,5,2008,12,7
9-Dec-08,GUERRERO,PETATLAN,1,0,1,0,0,0,0,0,2008,12,9
10-Dec-08,OAXACA,MIAHUATLAN,1,0,1,0,0,0,0,2,2008,12,10
10-Dec-08,SINALOA,NAVOLATO,1,0,0,0,0,0,0,0,2008,12,10
15-Dec-08,NUEVO LEON,CHINA,1,0,0,0,0,0,0,2,2008,12,15
18-Dec-08,TAMAULIPAS,REYNOSA,1,0,1,0,1,0,0,6,2008,12,18
18-Dec-08,DURANGO,DURANGO,1,0,0,0,0,0,0,1,2008,12,18
19-Dec-08,GUERRERO,TELOLOAPAN,1,0,3,0,0,0,0,0,2008,12,19
20-Dec-08,COAHUILA,MUZQUIZ,1,0,0,0,0,0,0,0,2008,12,20
20-Dec-08,TAMAULIPAS,ALTAMIRA,1,0,0,0,0,0,0,0,2008,12,20
20-Dec-08,GUERRERO,IGUALA,1,0,0,0,0,0,0,0,2008,12,20
25-Dec-08,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,1,0,0,0,0,0,0,1,2008,12,25
29-Dec-08,CHIHUAHUA,URUACHI,1,1,3,0,2,0,0,0,2008,12,29
1-Jan-09,MICHOACAN,PARACUARO,1,0,1,0,0,0,0,0,2009,1,1
7-Jan-09,NUEVO LEON,HUINALA,1,0,0,0,0,0,0,2,2009,1,7
11-Jan-09,CHIHUAHUA,CD. CUAUHTEMOC,1,0,1,0,0,0,0,1,2009,1,11
11-Jan-09,SONORA,CANANEA,1,0,0,0,0,0,0,0,2009,1,11
27-Jan-09,SONORA,NOGALES,1,0,0,0,1,0,0,0,2009,1,27
4-Feb-09,BAJA CALIFORNIA,TIJUANA,1,0,1,0,0,0,0,0,2009,2,4
7-Feb-09,ZACATECAS,FRESNILLO,1,1,4,0,2,3,0,6,2009,2,7
7-Feb-09,TAMAULIPAS,NUEVO LAREDO,1,0,1,0,0,0,0,3,2009,2,7
10-Feb-09,CHIHUAHUA,CD. JUAREZ,1,1,20,0,1,0,0,3,2009,2,10
10-Feb-09,CHIAPAS,REFORMA,1,0,3,0,0,0,0,3,2009,2,10
11-Feb-09,TABASCO,TENOSIQUE,1,0,0,0,0,0,0,2,2009,2,11
13-Feb-09,CHIHUAHUA,CD. JUAREZ,1,0,3,0,0,0,0,0,2009,2,13
17-Feb-09,TAMAULIPAS,REYNOSA,1,0,5,0,0,0,0,10,2009,2,17
17-Feb-09,DURANGO,GOMEZ PALACIO,1,0,0,0,2,1,0,1,2009,2,17
20-Feb-09,TAMAULIPAS,NUEVO LAREDO,1,0,1,0,0,1,0,2,2009,2,20
22-Feb-09,TABASCO,COMALCALCO,1,0,0,0,2,0,0,0,2009,2,22
22-Feb-09,GUERRERO,PETATLAN,1,0,0,0,0,0,0,0,2009,2,22
24-Feb-09,TAMAULIPAS,MATAMOROS,1,0,1,0,0,1,0,2,2009,2,24
28-Feb-09,SONORA,NAVOJOA,1,0,0,0,0,0,0,0,2009,2,28
28-Feb-09,PUEBLA,PUEBLA,1,0,0,0,0,0,0,0,2009,2,28
5-Mar-09,TAMAULIPAS,NUEVO LAREDO,1,0,0,0,0,0,0,0,2009,3,5
9-Mar-09,DURANGO,TAMAZULA,1,0,1,0,0,0,0,0,2009,3,9
11-Mar-09,GUANAJUATO,CELAYA,1,0,4,0,0,0,0,3,2009,3,11
14-Mar-09,DURANGO,SAN BERNARDO,1,0,0,0,0,0,0,0,2009,3,14
14-Mar-09,JALISCO,TLAJOMULCO DE ZUÑIGA,1,0,1,0,0,0,0,7,2009,3,14
17-Mar-09,ZACATECAS,ZOMBRERETE,1,0,0,0,3,0,0,8,2009,3,17
17-Mar-09,VERACRUZ,COATZACOALCOS,1,0,0,0,0,0,0,0,2009,3,17
17-Mar-09,COAHUILA,TORREON,1,0,0,0,1,0,0,0,2009,3,17
19-Mar-09,TAMAULIPAS,NUEVO LAREDO,1,0,0,0,1,0,0,0,2009,3,19
20-Mar-09,SINALOA,SAN JOSE DEL LLANO,1,0,0,0,0,0,0,0,2009,3,20
21-Mar-09,SINALOA,CULIACAN,1,0,0,0,1,0,0,0,2009,3,21
24-Mar-09,COAHUILA,FRANCISCO I. MADERO,1,0,4,0,3,4,0,4,2009,3,24
25-Mar-09,GUERRERO,TECPAN DE GALEANA,1,0,0,0,0,0,0,0,2009,3,25
31-Mar-09,TAMAULIPAS,TAMPICO,1,0,3,0,4,0,0,0,2009,3,31
1-Apr-09,JALISCO,TOMATLAN,1,0,0,0,2,0,0,0,2009,4,1
2-Apr-09,TAMAULIPAS,CD. MIER,1,0,2,0,0,0,0,1,2009,4,2
4-Apr-09,CHIHUAHUA,CD. JUAREZ,1,0,0,0,0,1,0,3,2009,4,4
5-Apr-09,CHIHUAHUA,ASCENSION,1,0,0,0,0,1,0,1,2009,4,5
6-Apr-09,NAYARIT,SAN  JOSE DEL VALLE,1,0,0,0,0,0,0,1,2009,4,6
8-Apr-09,TAMAULIPAS,NUEVO LAREDO,1,0,0,0,0,2,0,2,2009,4,8
15-Apr-09,GUERRERO,SAN MIGUEL TOTOLAPAN,1,1,15,0,1,0,0,0,2009,4,15
15-Apr-09,DURANGO,SÚCHIL,1,0,0,0,0,0,0,1,2009,4,15
16-Apr-09,CHIHUAHUA,GUADALUPE Y CALVO,1,0,1,0,0,0,0,0,2009,4,16
16-Apr-09,TAMAULIPAS,REYNOSA,1,0,1,0,0,0,0,0,2009,4,16
18-Apr-09,GUERRERO,SAN MIGUEL TOTOLAPAN,1,0,1,0,0,0,0,8,2009,4,18
25-Apr-09,TAMAULIPAS,NUEVO LAREDO,1,0,3,0,4,0,0,4,2009,4,25
26-Apr-09,ZACATECAS,ZOMBRERETE,1,0,0,0,0,0,0,10,2009,4,26
27-Apr-09,DURANGO,EL SALTO PUEBLO NUEVO,1,0,1,0,0,0,0,0,2009,4,27
3-May-09,NUEVO LEON,APODACA,1,0,0,0,0,0,0,4,2009,5,3
7-May-09,TAMAULIPAS,NUEVO LAREDO,1,0,0,0,0,0,0,2,2009,5,7
8-May-09,MICHOACAN,PERIBAN,1,0,0,0,0,0,0,1,2009,5,8
10-May-09,TABASCO,VILLAHERMOSA,1,0,1,0,1,1,0,10,2009,5,10
13-May-09,GUERRERO,APAXTLA DE CASTREJON,1,0,0,0,2,1,0,0,2009,5,13
13-May-09,GUERRERO,ALTAMIRANO,1,0,1,0,0,0,0,1,2009,5,13
13-May-09,TAMAULIPAS,REYNOSA,1,0,0,0,0,0,0,2,2009,5,13
16-May-09,CHIHUAHUA,CHIHUAHUA,1,0,0,0,0,0,0,2,2009,5,16
16-May-09,CHIHUAHUA,CHINIPAS,1,0,0,0,1,0,0,4,2009,5,16
17-May-09,NUEVO LEON,ESCOBEDO,1,0,0,0,1,0,0,0,2009,5,17
20-May-09,TAMAULIPAS,CD. VICTORIA,1,0,0,0,0,0,0,4,2009,5,20
26-May-09,TAMAULIPAS,NUEVO LAREDO,1,0,0,0,2,1,0,0,2009,5,26
26-May-09,NUEVO LEON,MONTERREY,1,0,0,0,0,0,0,12,2009,5,26
27-May-09,DURANGO,EL SALTO PUEBLO NUEVO,1,2,0,0,4,0,0,5,2009,5,27
4-Jun-09,MICHOACAN,ECUANDUREO,1,0,2,0,0,1,0,0,2009,6,4
4-Jun-09,MICHOACAN,PAZTCUARO,1,0,0,0,0,0,0,3,2009,6,4
4-Jun-09,GUERRERO,ATOYAC DE ALVAREZ,1,0,2,0,2,0,0,0,2009,6,4
4-Jun-09,MICHOACAN,TARIMBARO,1,0,1,0,0,0,0,6,2009,6,4
6-Jun-09,GUERRERO,ACAPULCO,1,2,16,0,9,1,0,1,2009,6,6
7-Jun-09,CHIHUAHUA,CHIHUAHUA,1,0,0,0,1,0,0,2,2009,6,7
8-Jun-09,TAMAULIPAS,MATAMOROS,1,0,0,0,0,1,0,4,2009,6,8
9-Jun-09,DURANGO,CINCO DE MAYO,1,0,3,0,2,3,0,3,2009,6,9
10-Jun-09,TAMAULIPAS,REYNOSA,1,0,0,0,1,0,0,0,2009,6,10
11-Jun-09,GUERRERO,COYUCA DE CATALAN,1,0,0,0,1,0,0,0,2009,6,11
11-Jun-09,TAMAULIPAS,VALLE HERMOSO,1,0,0,0,0,0,0,0,2009,6,11
12-Jun-09,CHIHUAHUA,CD. JUAREZ,1,0,1,0,0,1,0,1,2009,6,12
13-Jun-09,GUERRERO,TLACOACHISTLAHUACA,1,0,2,0,0,0,0,5,2009,6,13
17-Jun-09,MICHOACAN,ZAMORA,1,0,1,0,0,1,0,1,2009,6,17
20-Jun-09,MEXICO,LUVIANOS,1,0,1,0,0,0,0,2,2009,6,20
28-Jun-09,DURANGO,SAN BERNARDO,1,0,5,0,1,0,0,0,2009,6,28
28-Jun-09,NUEVO LEON,SAN NICOLAS DE LOS GARZA GARCÍA,1,0,0,0,0,3,0,4,2009,6,28
28-Jun-09,CHIHUAHUA,CD. JUAREZ,1,0,0,0,0,0,0,1,2009,6,28
30-Jun-09,TAMAULIPAS,TANCOL,1,0,0,0,0,0,0,3,2009,6,30
1-Jul-09,SONORA,YECORA,1,0,0,0,1,0,0,0,2009,7,1
1-Jul-09,GUERRERO,AJUCHITLAN DEL PROGRESO,1,0,0,0,0,1,0,3,2009,7,1
3-Jul-09,CHIHUAHUA,CD. JUAREZ,1,0,1,0,0,0,0,2,2009,7,3
7-Jul-09,MICHOACAN,HUETAMO,1,0,1,0,1,0,0,1,2009,7,7
9-Jul-09,ZACATECAS,VALPARAISO,1,0,3,0,0,0,0,0,2009,7,9
9-Jul-09,ZACATECAS,VALPARAISO,1,0,0,0,0,1,0,1,2009,7,9
9-Jul-09,ZACATECAS,VALPARAISO,1,0,0,0,0,0,0,1,2009,7,9
11-Jul-09,TAMAULIPAS,MATAMOROS,1,0,1,0,3,0,0,0,2009,7,11
11-Jul-09,TAMAULIPAS,MATAMOROS,1,0,0,0,0,0,0,0,2009,7,11
13-Jul-09,DURANGO,CANATLAN,1,0,0,0,0,0,0,0,2009,7,13
14-Jul-09,CHIHUAHUA,TEMORIS,1,0,0,0,1,0,0,0,2009,7,14
16-Jul-09,TAMAULIPAS,MATAMOROS,1,0,1,0,0,0,0,0,2009,7,16
16-Jul-09,GUERRERO,COYUCA DE CATALAN,1,0,1,0,0,0,0,2,2009,7,16
17-Jul-09,TAMAULIPAS,NUEVO LAREDO,1,0,1,0,0,0,0,1,2009,7,17
18-Jul-09,CHIHUAHUA,CD. JUAREZ,1,0,1,0,0,0,0,11,2009,7,18
20-Jul-09,CHIHUAHUA,CHIHUAHUA,1,0,0,0,0,0,0,3,2009,7,20
23-Jul-09,MICHOACAN,ZITACUARO,1,0,1,0,0,0,0,2,2009,7,23
24-Jul-09,CHIHUAHUA,CD. JUAREZ,1,0,1,0,0,0,0,1,2009,7,24
25-Jul-09,MICHOACAN,LA PIEDAD,1,0,0,0,0,2,0,7,2009,7,25
25-Jul-09,VERACRUZ,SAN ANDRES TUXTLA,1,0,0,0,0,0,0,4,2009,7,25
25-Jul-09,SONORA,NOGALES,1,0,0,0,0,0,0,2,2009,7,25
27-Jul-09,TAMAULIPAS,MATAMOROS,1,0,1,0,0,0,0,0,2009,7,27
29-Jul-09,GUERRERO,ZIRANDARO DE LOS CHAVEZ,1,0,6,0,0,0,0,4,2009,7,29
30-Jul-09,NAYARIT,SAN JUAN PEYOTE,1,0,0,0,0,0,0,0,2009,7,30
1-Aug-09,VERACRUZ,ORIZABA,1,0,0,0,1,1,0,1,2009,8,1
2-Aug-09,TAMAULIPAS,NUEVO LAREDO,1,0,0,0,0,0,0,0,2009,8,2
5-Aug-09,TAMAULIPAS,REYNOSA,1,0,0,0,0,3,0,3,2009,8,5
5-Aug-09,DURANGO,GOMEZ PALACIO,1,0,0,0,0,0,0,3,2009,8,5
5-Aug-09,TAMAULIPAS,REYNOSA,1,0,0,0,0,1,0,1,2009,8,5
6-Aug-09,SINALOA,OTATILLO,1,0,4,0,3,0,0,0,2009,8,6
10-Aug-09,DURANGO,CINCO DE MAYO,1,0,0,0,0,0,0,0,2009,8,10
14-Aug-09,BAJA CALIFORNIA,TIJUANA,1,0,1,0,0,0,0,0,2009,8,14
16-Aug-09,DURANGO,EL SALTO PUEBLO NUEVO,1,0,0,0,1,0,0,0,2009,8,16
17-Aug-09,NUEVO LEON,SAN NICOLAS DE LOS GARZA GARCÍA,1,0,4,0,5,0,0,5,2009,8,17
17-Aug-09,NUEVO LEON,GUADALUPE,1,0,0,0,0,1,0,8,2009,8,17
17-Aug-09,BAJA CALIFORNIA,TIJUANA,1,0,0,0,0,0,0,0,2009,8,17
22-Aug-09,CHIHUAHUA,CD. JUAREZ,1,1,0,0,2,0,0,0,2009,8,22
23-Aug-09,MICHOACAN,TANGANCICUARO,1,0,0,0,0,1,0,1,2009,8,23
24-Aug-09,SINALOA,SAN IGNACIO,1,0,0,0,0,1,0,1,2009,8,24
2-Sep-09,COAHUILA,TORREON,1,0,0,0,0,0,0,2,2009,9,2
3-Sep-09,DURANGO,GOMEZ PALACIO,1,0,1,0,2,0,0,0,2009,9,3
4-Sep-09,ZACATECAS,ZACATECAS,1,0,0,0,0,0,0,9,2009,9,4
4-Sep-09,NUEVO LEON,SANTIAGO,1,0,5,0,3,1,0,1,2009,9,4
6-Sep-09,CHIHUAHUA,CD. JUAREZ,1,0,0,0,0,1,0,6,2009,9,6
10-Sep-09,DURANGO,DURANGO,1,0,2,0,0,0,0,2,2009,9,10
10-Sep-09,GUERRERO,PUNGARABATO,1,0,0,0,0,0,0,0,2009,9,10
11-Sep-09,GUANAJUATO,IRAPUATO,1,0,0,0,1,0,0,3,2009,9,11
11-Sep-09,ZACATECAS,ZOMBRERETE,1,0,2,0,0,0,0,1,2009,9,11
16-Sep-09,OAXACA,MIAHUATLAN,1,0,0,0,0,0,0,3,2009,9,16
16-Sep-09,SAN LUIS POTOSI,MATEHUALA,1,0,1,0,0,0,0,0,2009,9,16
18-Sep-09,CHIAPAS,COMITÁN,1,0,1,0,0,3,0,3,2009,9,18
19-Sep-09,MICHOACAN,ACUITZIO,1,0,0,0,0,1,0,2,2009,9,19
20-Sep-09,TAMAULIPAS,REYNOSA,1,0,0,0,0,1,0,3,2009,9,20
